person_id,slug,display_name,address,status,role,roles,tags,domains,holder_token_count,delegated_token_count,active_votes,votes_count,attendance_pct,like_pct,proposals_authored_count,votes_cast_count,eth_received,usdc_received,gnars_received,fungible_transfer_count,nft_received_count,member_url,farcaster,github,authored_proposals,owned_projects,related_projects,notes
0x661a...8b76,0x661a-8b76,0x661a...8b76,0x661a305706650d4b00d1c56932c1e4c2c01b8b76,active,community member,,delegate|holder,,5,5,5,3,3,100,0,3,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x661a305706650d4b00d1c56932c1e4c2c01b8b76,,,,,,
0x73c3...9bfe,0x73c3-9bfe,0x73c3...9bfe,0x73c38231e52f2753cf4e60e24d74c959c62e9bfe,active,community member,,delegate|holder,,5,5,5,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x73c38231e52f2753cf4e60e24d74c959c62e9bfe,,,,,,
0x7f8e...46c3,0x7f8e-46c3,0x7f8e...46c3,0x7f8ec393b8f1b7de8d6e9b089d9819e5217046c3,active,community member,,delegate|holder,,5,5,5,7,7,100,0,5,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x7f8ec393b8f1b7de8d6e9b089d9819e5217046c3,,,,,,
0x8c3f...dc24,0x8c3f-dc24,0x8c3f...dc24,0x8c3f5836741d67ab2e616463691c86b1e9e3dc24,active,community member,,delegate|holder,,5,5,5,5,5,80,0,5,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x8c3f5836741d67ab2e616463691c86b1e9e3dc24,,,,,,
0x9c99...501a,0x9c99-501a,0x9c99...501a,0x9c99bf82fc38713c471d4415f66c8336d361501a,active,community member,,delegate|holder,,5,5,5,3,3,100,0,8,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x9c99bf82fc38713c471d4415f66c8336d361501a,,,,,,
0xa9b8...5865,0xa9b8-5865,0xa9b8...5865,0xa9b8abd37e42d032a397903b562133b4834c5865,active,community member,,delegate|holder,,5,5,5,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xa9b8abd37e42d032a397903b562133b4834c5865,,,,,,
0xcc42...7223,0xcc42-7223,0xcc42...7223,0xcc420b4f93ca81120cce07e5246d15a2a7ee7223,active,community member,,delegate|holder,,5,5,5,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xcc420b4f93ca81120cce07e5246d15a2a7ee7223,,,,,,
0xd955...8b1c,0xd955-8b1c,0xd955...8b1c,0xd955d74d5a86be5cd60fa5f1768532c2d3d08b1c,active,community member,,delegate|holder,,5,5,5,2,2,100,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xd955d74d5a86be5cd60fa5f1768532c2d3d08b1c,,,,,,
0xebb9...5d93,0xebb9-5d93,0xebb9...5d93,0xebb99f8b943865155c4756cb2240faa538015d93,active,community member,,delegate|holder,,5,5,5,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xebb99f8b943865155c4756cb2240faa538015d93,,,,,,
0x03eb...7aea,0x03eb-7aea,0x03eb...7aea,0x03ebb75a6470a02f6ccdf92672f027b7b73b7aea,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x03ebb75a6470a02f6ccdf92672f027b7b73b7aea,,,,,,
0x0fb7...cc98,0x0fb7-cc98,0x0fb7...cc98,0x0fb75c54038130a4bfb753c3aaaa21266625cc98,active,community member,,delegate|holder,,4,4,4,9,9,100,0,5,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x0fb75c54038130a4bfb753c3aaaa21266625cc98,,,,,,
0x1273...e38c,0x1273-e38c,0x1273...e38c,0x1273261b09dc30d0b6ce460d7cab5820fa42e38c,active,community member,,contributor|delegate|holder|proposer,,4,4,4,34,33,94,1,21,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x1273261b09dc30d0b6ce460d7cab5820fa42e38c,,,gnars-base-65,,,
0x16ab...38eb,0x16ab-38eb,0x16ab...38eb,0x16abbd1cef810f60323be305d71062cea8bd38eb,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x16abbd1cef810f60323be305d71062cea8bd38eb,,,,,,
0x1ba2...4864,0x1ba2-4864,0x1ba2...4864,0x1ba2a537a771aa4eac2f18427716557e4e744864,active,community member,,delegate|holder,,4,4,4,2,2,100,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x1ba2a537a771aa4eac2f18427716557e4e744864,,,,,,
0x1d27...660a,0x1d27-660a,0x1d27...660a,0x1d2757e7b628981ec185e31bf419c61294e0660a,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x1d2757e7b628981ec185e31bf419c61294e0660a,,,,,,
0x1ef2...e292,0x1ef2-e292,0x1ef2...e292,0x1ef24f12abf108b2516f2d0cc31892ec595ae292,active,community member,,delegate|holder,,4,4,4,0,0,0,0,5,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x1ef24f12abf108b2516f2d0cc31892ec595ae292,,,,,,
0x1f93...357d,0x1f93-357d,0x1f93...357d,0x1f93792bccd230f8e5c815e0a43d8d6fb669357d,active,community member,,delegate|holder,,2,4,4,1,1,100,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x1f93792bccd230f8e5c815e0a43d8d6fb669357d,,,,,,
0x2422...3259,0x2422-3259,0x2422...3259,0x2422011f4e0b66f5b78f5fcd6a80203ee57a3259,active,community member,,delegate|holder,,4,4,4,0,0,0,0,24,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x2422011f4e0b66f5b78f5fcd6a80203ee57a3259,,,,,,
0x2ee0...90f8,0x2ee0-90f8,0x2ee0...90f8,0x2ee0485f71764bcd2062a84d9455688c581b90f8,active,community member,,delegate|holder,,4,4,4,0,0,0,0,12,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x2ee0485f71764bcd2062a84d9455688c581b90f8,,,,,,
0x2f4d...5ec9,0x2f4d-5ec9,0x2f4d...5ec9,0x2f4d6cabdffc2c9eb7d3f0f1f94f52aa79765ec9,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x2f4d6cabdffc2c9eb7d3f0f1f94f52aa79765ec9,,,,,,
0x470a...63c7,0x470a-63c7,0x470a...63c7,0x470a712e7d5ab5f6e06714871bec5468b35863c7,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x470a712e7d5ab5f6e06714871bec5468b35863c7,,,,,,
0x4b5f...aa30,0x4b5f-aa30,0x4b5f...aa30,0x4b5f934da25c33f130efc5df47c91af1375baa30,active,community member,,athlete|contributor|delegate|holder|proposer,,4,4,4,26,25,100,2,60,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x4b5f934da25c33f130efc5df47c91af1375baa30,,,gnars-base-32|snapshot-0x9e670758685c096b923e0b9fa65e2e9cd44906983ea78fe73d750d77be7c568c,,,
0x4e12...5655,0x4e12-5655,0x4e12...5655,0x4e12494144dbd9456a93ce147fcd1207252a5655,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x4e12494144dbd9456a93ce147fcd1207252a5655,,,,,,
0x68c5...3ed7,0x68c5-3ed7,0x68c5...3ed7,0x68c54a61a9d1e79531c4034f4d84ded294893ed7,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x68c54a61a9d1e79531c4034f4d84ded294893ed7,,,,,,
0x696e...599a,0x696e-599a,0x696e...599a,0x696ec3f413f692674057fe2b4cf9ed18ab28599a,active,community member,,delegate|holder,,4,4,4,12,12,100,0,6,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x696ec3f413f692674057fe2b4cf9ed18ab28599a,,,,,,
0x6b89...b54f,0x6b89-b54f,0x6b89...b54f,0x6b89a79899fcb12b9ab8a3c01a36588f8efab54f,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x6b89a79899fcb12b9ab8a3c01a36588f8efab54f,,,,,,
0x7322...382c,0x7322-382c,0x7322...382c,0x73222225044ce0fc672ff9b6f9730d0a0421382c,active,community member,,athlete|contributor|delegate|holder|proposer,,4,4,4,0,0,0,17,18,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x73222225044ce0fc672ff9b6f9730d0a0421382c,,,snapshot-0x0e7cc997ea5cf22e91fe01456c43dbfaba221857089d9e92065e8b836cde7c05|snapshot-0x1036e9e0f19535c72c33a218d59d59aec34690a089f04a349092e9e1cfd0c122|snapshot-0x136c566b303c0d3fa920168ed461cc37d4e18ab203dd9b91c49e7c1af4af9014|snapshot-0x1f626537f05b054c5f5f3e3ad4438606b748234bed9ea5d8d6301b1a2ac26ee2|snapshot-0x31d9113448e4dc06cf86cb8b2d94681297769fbe6cde158c24745c7eaf0f1b62|snapshot-0x3df77e8ebb1f5a63a35d63820dd4b4b2c78e9aa3b0b091c13752d601ebce163d|snapshot-0x45e98b5ad67bbbbea2703e34d3eab60561b350612ecb8b325b6f0a1933b7cfed|snapshot-0x4b0fef8be71a1beae3d7d2b31d44ee2df2ca539b36aa66a8221b346f6a713c4a|snapshot-0x552d01d8f6172bf86262015fb4350e27fa52df606ae468f2a21376755d0135dc|snapshot-0x6221129699a3f7fa29e9dc736c78a38cf646a48bc75b4a2e1401fc9cec0f7cda|snapshot-0x8258faa7a47a97aabc63f1e3a566a5ed027388b1822372c93ceb1d7589ae5f7e|snapshot-0xa9ec7b490d8a3120943e069c5458703d57a7eed48eb9d11ce892a864cb5c2fe5|snapshot-0xb55ab5a77a14604fd5d4a5d67e00f828fcd6f90ef86e2687276d1973f9b40df5|snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c|snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620|snapshot-0xef1162965ed606d02c211bfab16f7ffdea8d25d22438140f05861bc765637052|snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b,,,
0x75a6...a90b,0x75a6-a90b,0x75a6...a90b,0x75a6085bbc25665b6891ea94475e6120897ba90b,active,community member,,delegate|holder,,2,4,4,3,3,100,0,2,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x75a6085bbc25665b6891ea94475e6120897ba90b,,,,,,
0x91dc...2937,0x91dc-2937,0x91dc...2937,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,active,community member,,delegate|holder,,4,4,4,0,0,0,0,2,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x91dccaa260cc4616e1a6e6b693db7207c5e42937,,,,,,
0x94a6...583c,0x94a6-583c,0x94a6...583c,0x94a6556585b481468c6da3ce0bde8b8b9b8b583c,active,community member,,delegate|holder,,4,4,4,2,2,100,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x94a6556585b481468c6da3ce0bde8b8b9b8b583c,,,,,,
0xa158...c94b,0xa158-c94b,0xa158...c94b,0xa158a813097fd86c0cc8e05493f050374d1ac94b,active,community member,,delegate|holder,,4,4,4,21,20,48,0,12,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xa158a813097fd86c0cc8e05493f050374d1ac94b,,,,,,
0xa47f...ec67,0xa47f-ec67,0xa47f...ec67,0xa47f60564085b8792bae197be7762c7f7930ec67,active,community member,,delegate|holder,,4,4,4,6,6,100,0,13,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xa47f60564085b8792bae197be7762c7f7930ec67,,,,,,
0xacd5...8002,0xacd5-8002,0xacd5...8002,0xacd5443c888301bc2a767db1b11d1c7e5fa98002,active,community member,,delegate|holder,,4,4,4,2,2,100,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xacd5443c888301bc2a767db1b11d1c7e5fa98002,,,,,,
0xaf01...1b11,0xaf01-1b11,0xaf01...1b11,0xaf01943aa20acf34da7e7ddf56f6c8d40afd1b11,active,community member,,delegate|holder,,4,4,4,0,0,0,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xaf01943aa20acf34da7e7ddf56f6c8d40afd1b11,,,,,,
0xbcd6...da6d,0xbcd6-da6d,0xbcd6...da6d,0xbcd645da5c16203b79462e6d27e8529499bdda6d,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xbcd645da5c16203b79462e6d27e8529499bdda6d,,,,,,
0xbea3...8a20,0xbea3-8a20,0xbea3...8a20,0xbea33ec0b1bbf093f3eb985e6970f121dda38a20,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xbea33ec0b1bbf093f3eb985e6970f121dda38a20,,,,,,
0xbfbe...1f72,0xbfbe-1f72,0xbfbe...1f72,0xbfbe29231556b51d0f6745e70285224bc1cf1f72,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xbfbe29231556b51d0f6745e70285224bc1cf1f72,,,,,,
0xcb43...17f9,0xcb43-17f9,0xcb43...17f9,0xcb43078c32423f5348cab5885911c3b5fae217f9,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xcb43078c32423f5348cab5885911c3b5fae217f9,,,,,,
0xd095...7006,0xd095-7006,0xd095...7006,0xd095e0f8c72e22319846b643c4bac0cac1f67006,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xd095e0f8c72e22319846b643c4bac0cac1f67006,,,,,,
0xd5fb...24f5,0xd5fb-24f5,0xd5fb...24f5,0xd5fb864acfd6bb2f72939f122e89ff7f475924f5,active,community member,,delegate|holder,,4,4,4,0,0,0,0,15,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xd5fb864acfd6bb2f72939f122e89ff7f475924f5,,,,,,
0xe048...8846,0xe048-8846,0xe048...8846,0xe04885c3f1419c6e8495c33bdcf5f8387cd88846,active,community member,,delegate|holder,,4,4,4,1,1,100,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xe04885c3f1419c6e8495c33bdcf5f8387cd88846,,,,,,
0xe07b...0108,0xe07b-0108,0xe07b...0108,0xe07ba1fd9e089f4af68024db06594c24c7f20108,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xe07ba1fd9e089f4af68024db06594c24c7f20108,,,,,,
0xf1a6...30d9,0xf1a6-30d9,0xf1a6...30d9,0xf1a67d67cc97e9755e2c8b13a6ee3e538bf830d9,active,community member,,delegate|holder,,4,4,4,3,3,100,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xf1a67d67cc97e9755e2c8b13a6ee3e538bf830d9,,,,,,
0xf930...067e,0xf930-067e,0xf930...067e,0xf930b0a0500d8f53b2e7efa4f7bcb5cc0c71067e,active,community member,,delegate|holder,,4,4,4,0,0,0,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xf930b0a0500d8f53b2e7efa4f7bcb5cc0c71067e,,,,,,
0xfe35...4c40,0xfe35-4c40,0xfe35...4c40,0xfe35e15be885750d9b2363cbb6abdd57ac9c4c40,active,community member,,delegate|holder,,4,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0xfe35e15be885750d9b2363cbb6abdd57ac9c4c40,,,,,,
0x0421...5de6,0x0421-5de6,0x0421...5de6,0x042157f8132f3a1e351d4c309098db174e9f5de6,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x042157f8132f3a1e351d4c309098db174e9f5de6,,,,,,
0x06a5...a2b1,0x06a5-a2b1,0x06a5...a2b1,0x06a5af2b91b629cb18a39bf5558f83c291f9a2b1,active,community member,,delegate|holder,,3,3,3,1,1,100,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x06a5af2b91b629cb18a39bf5558f83c291f9a2b1,,,,,,
0x0b20...00c4,0x0b20-00c4,0x0b20...00c4,0x0b20ed7418f153a6595e0f88c682df52d54b00c4,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x0b20ed7418f153a6595e0f88c682df52d54b00c4,,,,,,
0x0ef4...8eae,0x0ef4-8eae,0x0ef4...8eae,0x0ef4db30f76bcbd1ee7ddbb056e699b69dfb8eae,active,community member,,delegate|holder,,3,3,3,0,0,0,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x0ef4db30f76bcbd1ee7ddbb056e699b69dfb8eae,,,,,,
0x0f2c...f005,0x0f2c-f005,0x0f2c...f005,0x0f2cd6bb42ad691c7a9010a739a310ccc77df005,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x0f2cd6bb42ad691c7a9010a739a310ccc77df005,,,,,,
0x10f5...df78,0x10f5-df78,0x10f5...df78,0x10f5c0f9431c3161c73a32969434f1ddf9f0df78,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x10f5c0f9431c3161c73a32969434f1ddf9f0df78,,,,,,
0x1419...518d,0x1419-518d,0x1419...518d,0x14190083645da88b847813581e009a505ab0518d,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x14190083645da88b847813581e009a505ab0518d,,,,,,
0x221d...7726,0x221d-7726,0x221d...7726,0x221d5d198f000695690809c10af4c6b8d9577726,active,community member,,delegate|holder,,3,3,3,0,0,0,0,2,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x221d5d198f000695690809c10af4c6b8d9577726,,,,,,
0x23b6...244f,0x23b6-244f,0x23b6...244f,0x23b687b081333959d2d86f7b51ebfe83168b244f,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x23b687b081333959d2d86f7b51ebfe83168b244f,,,,,,
0x2619...e275,0x2619-e275,0x2619...e275,0x26199b5dd7637d8ddd76fcfe31ec1eadee25e275,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x26199b5dd7637d8ddd76fcfe31ec1eadee25e275,,,,,,
0x26fd...8c0d,0x26fd-8c0d,0x26fd...8c0d,0x26fde1f19c3e646b47d3fbffd3eb00e9053b8c0d,active,community member,,delegate|holder,,3,3,3,1,1,100,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x26fde1f19c3e646b47d3fbffd3eb00e9053b8c0d,,,,,,
0x2ae5...3fd6,0x2ae5-3fd6,0x2ae5...3fd6,0x2ae5f36c77a736f76d61f3eec06f12caf2963fd6,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x2ae5f36c77a736f76d61f3eec06f12caf2963fd6,,,,,,
0x2e8d...90cc,0x2e8d-90cc,0x2e8d...90cc,0x2e8d24bd65fe0e1fad21a6a92a14e3b8fca990cc,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x2e8d24bd65fe0e1fad21a6a92a14e3b8fca990cc,,,,,,
0x2f45...cbe8,0x2f45-cbe8,0x2f45...cbe8,0x2f45f6ae5e415ec5e3adc8b1d19eefaf1e72cbe8,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x2f45f6ae5e415ec5e3adc8b1d19eefaf1e72cbe8,,,,,,
0x3051...9837,0x3051-9837,0x3051...9837,0x30512c8f030ffe0e2ec324bd881a5efb91709837,active,community member,,delegate|holder,,3,3,3,0,0,0,0,6,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x30512c8f030ffe0e2ec324bd881a5efb91709837,,,,,,
0x312c...00ba,0x312c-00ba,0x312c...00ba,0x312cc22eb46b44365fc20b976a570596ed8200ba,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x312cc22eb46b44365fc20b976a570596ed8200ba,,,,,,
0x3c47...7c13,0x3c47-7c13,0x3c47...7c13,0x3c47b79d9774e88c014a573ca02da88ef6ea7c13,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x3c47b79d9774e88c014a573ca02da88ef6ea7c13,,,,,,
0x3dfd...0505,0x3dfd-0505,0x3dfd...0505,0x3dfd10ed1af731582c0268592f9a7b50295a0505,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x3dfd10ed1af731582c0268592f9a7b50295a0505,,,,,,
0x3f86...cf7c,0x3f86-cf7c,0x3f86...cf7c,0x3f869d5824ad9d5f8bc1a9c1800f46fca1b0cf7c,active,community member,,delegate|holder,,3,3,3,2,2,100,0,2,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x3f869d5824ad9d5f8bc1a9c1800f46fca1b0cf7c,,,,,,
0x4868...16d1,0x4868-16d1,0x4868...16d1,0x486843ad8adb101584fcce56e88a09e6f25d16d1,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x486843ad8adb101584fcce56e88a09e6f25d16d1,,,,,,
0x4cfe...d85b,0x4cfe-d85b,0x4cfe...d85b,0x4cfec81930d87c0ec2d38a4819d05a756756d85b,active,community member,,delegate|holder,,3,3,3,0,0,0,0,1,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x4cfec81930d87c0ec2d38a4819d05a756756d85b,,,,,,
0x4e6b...2a0c,0x4e6b-2a0c,0x4e6b...2a0c,0x4e6bbcc121f75721299e2c60ba5ea2a68fa32a0c,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x4e6bbcc121f75721299e2c60ba5ea2a68fa32a0c,,,,,,
0x4fc1...86a8,0x4fc1-86a8,0x4fc1...86a8,0x4fc1b98f87764acb52c2237defa48b07f55a86a8,active,community member,,delegate|holder,,3,3,3,0,0,0,0,25,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x4fc1b98f87764acb52c2237defa48b07f55a86a8,,,,,,
0x5183...6216,0x5183-6216,0x5183...6216,0x5183e0203858aa3e3bc3a7d9cb41875a4c0a6216,active,community member,,delegate|holder,,3,3,3,7,7,86,0,4,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x5183e0203858aa3e3bc3a7d9cb41875a4c0a6216,,,,,,
0x5223...7c86,0x5223-7c86,0x5223...7c86,0x522387bc8ef64d8a53a7f71351b77d991ecf7c86,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x522387bc8ef64d8a53a7f71351b77d991ecf7c86,,,,,,
0x52f8...60f1,0x52f8-60f1,0x52f8...60f1,0x52f85ee7cb066da4d018d589a6d9c81a6dfd60f1,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x52f85ee7cb066da4d018d589a6d9c81a6dfd60f1,,,,,,
0x55ff...be1d,0x55ff-be1d,0x55ff...be1d,0x55ff84528d130733343becf43b1ac7e125f7be1d,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x55ff84528d130733343becf43b1ac7e125f7be1d,,,,,,
0x5b2a...8331,0x5b2a-8331,0x5b2a...8331,0x5b2aad701dab7f5d7dfd82a4cf31e336188e8331,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x5b2aad701dab7f5d7dfd82a4cf31e336188e8331,,,,,,
0x5eec...982b,0x5eec-982b,0x5eec...982b,0x5eec70d6769b8a5c2ce038db6564e80d981e982b,active,community member,,delegate|holder,,3,3,3,1,1,100,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x5eec70d6769b8a5c2ce038db6564e80d981e982b,,,,,,
0x6485...d17a,0x6485-d17a,0x6485...d17a,0x64858aad8fb08cd09ff9052afb0c875ade36d17a,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x64858aad8fb08cd09ff9052afb0c875ade36d17a,,,,,,
0x6dc4...5e3e,0x6dc4-5e3e,0x6dc4...5e3e,0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,,,,,,
0x6e65...8160,0x6e65-8160,0x6e65...8160,0x6e655755a10e0601068780c9ae3ef39348798160,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x6e655755a10e0601068780c9ae3ef39348798160,,,,,,
0x73ac...38f8,0x73ac-38f8,0x73ac...38f8,0x73ac4bfcb819e046ba79c8effd1325f0b16838f8,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x73ac4bfcb819e046ba79c8effd1325f0b16838f8,,,,,,
0x7879...afe0,0x7879-afe0,0x7879...afe0,0x7879faea4015691ecb0e65c7cc1060550f9aafe0,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x7879faea4015691ecb0e65c7cc1060550f9aafe0,,,,,,
0x7b13...5654,0x7b13-5654,0x7b13...5654,0x7b1319f8df3d3c5916e5c9f4e8f0005ffea35654,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x7b1319f8df3d3c5916e5c9f4e8f0005ffea35654,,,,,,
0x7ce2...3b33,0x7ce2-3b33,0x7ce2...3b33,0x7ce294d2bcb2de76a15fcf7055b0b14253dd3b33,active,community member,,delegate|holder,,3,3,3,6,6,100,0,25,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x7ce294d2bcb2de76a15fcf7055b0b14253dd3b33,,,,,,
0x7f29...643d,0x7f29-643d,0x7f29...643d,0x7f29788c7d138b1e78d6701447c4c082790b643d,active,community member,,delegate|holder,,3,3,3,7,7,86,0,6,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x7f29788c7d138b1e78d6701447c4c082790b643d,,,,,,
0x8091...5179,0x8091-5179,0x8091...5179,0x80915e89ffe836216866d16ec4f693053f205179,active,community member,,delegate|holder,,3,3,3,0,0,0,0,5,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x80915e89ffe836216866d16ec4f693053f205179,,,,,,
0x83f2...34dd,0x83f2-34dd,0x83f2...34dd,0x83f2af0f0ac4412f118b31f7dd596309b25b34dd,active,community member,,delegate|holder,,3,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,https://www.gnars.com/members/0x83f2af0f0ac4412f118b31f7dd596309b25b34dd,,,,,,
